PlayId,yards_gained,img_name
20170910003531,4,play_20170910003531_tile.png
20170910003608,2,play_20170910003608_tile.png
20170910003629,-1,play_20170910003629_tile.png
20170910003857,5,play_20170910003857_tile.png
20170910003878,-3,play_20170910003878_tile.png
20170910004094,2,play_20170910004094_tile.png
20170910004132,1,play_20170910004132_tile.png
20170910004196,3,play_20170910004196_tile.png
20170910004249,0,play_20170910004249_tile.png
20170910010071,6,play_20170910010071_tile.png
20170910010164,3,play_20170910010164_tile.png
20170910010209,5,play_20170910010209_tile.png
20170910010254,2,play_20170910010254_tile.png
20170910010275,-1,play_20170910010275_tile.png
20170910010354,1,play_20170910010354_tile.png
20170910010475,4,play_20170910010475_tile.png
20170910010624,11,play_20170910010624_tile.png
20170910010753,15,play_20170910010753_tile.png
20170910010774,2,play_20170910010774_tile.png
20170910010887,5,play_20170910010887_tile.png
20170910010908,0,play_20170910010908_tile.png
20170910011140,1,play_20170910011140_tile.png
20170910011209,1,play_20170910011209_tile.png
20170910011230,3,play_20170910011230_tile.png
20170910011331,7,play_20170910011331_tile.png
20170910011373,5,play_20170910011373_tile.png
20170910011436,3,play_20170910011436_tile.png
20170910011457,46,play_20170910011457_tile.png
20170910011478,4,play_20170910011478_tile.png
20170910011499,2,play_20170910011499_tile.png
20170910011572,5,play_20170910011572_tile.png
20170910011593,6,play_20170910011593_tile.png
20170910011743,9,play_20170910011743_tile.png
20170910011764,7,play_20170910011764_tile.png
20170910011785,2,play_20170910011785_tile.png
20170910011889,0,play_20170910011889_tile.png
20170910011995,5,play_20170910011995_tile.png
20170910012016,1,play_20170910012016_tile.png
20170910012141,1,play_20170910012141_tile.png
20170910012162,6,play_20170910012162_tile.png
20170910012231,0,play_20170910012231_tile.png
20170910012383,6,play_20170910012383_tile.png
20170910012525,-3,play_20170910012525_tile.png
20170910012546,3,play_20170910012546_tile.png
20170910012578,2,play_20170910012578_tile.png
20170910013273,-1,play_20170910013273_tile.png
20170910013353,0,play_20170910013353_tile.png
20170910020104,12,play_20170910020104_tile.png
20170910020125,1,play_20170910020125_tile.png
20170910020240,-1,play_20170910020240_tile.png
20170910020284,7,play_20170910020284_tile.png
20170910020344,1,play_20170910020344_tile.png
20170910020394,0,play_20170910020394_tile.png
20170910020565,4,play_20170910020565_tile.png
20170910020650,1,play_20170910020650_tile.png
20170910020695,8,play_20170910020695_tile.png
20170910020722,1,play_20170910020722_tile.png
20170910020801,4,play_20170910020801_tile.png
20170910021000,2,play_20170910021000_tile.png
20170910021045,23,play_20170910021045_tile.png
20170910021066,3,play_20170910021066_tile.png
20170910021087,1,play_20170910021087_tile.png
20170910021156,1,play_20170910021156_tile.png
20170910021198,2,play_20170910021198_tile.png
20170910021274,4,play_20170910021274_tile.png
20170910021339,7,play_20170910021339_tile.png
20170910021462,1,play_20170910021462_tile.png
20170910021483,10,play_20170910021483_tile.png
20170910021528,4,play_20170910021528_tile.png
20170910021560,1,play_20170910021560_tile.png
20170910021686,4,play_20170910021686_tile.png
20170910021733,2,play_20170910021733_tile.png
20170910021803,5,play_20170910021803_tile.png
20170910021889,7,play_20170910021889_tile.png
20170910021984,17,play_20170910021984_tile.png
20170910022041,2,play_20170910022041_tile.png
20170910022115,3,play_20170910022115_tile.png
20170910022184,2,play_20170910022184_tile.png
20170910022268,7,play_20170910022268_tile.png
20170910022289,2,play_20170910022289_tile.png
20170910022310,7,play_20170910022310_tile.png
20170910022363,6,play_20170910022363_tile.png
20170910022384,3,play_20170910022384_tile.png
20170910022422,2,play_20170910022422_tile.png
20170910022443,2,play_20170910022443_tile.png
20170910022464,4,play_20170910022464_tile.png
20170910022502,6,play_20170910022502_tile.png
20170910022523,0,play_20170910022523_tile.png
20170910022544,4,play_20170910022544_tile.png
20170910022598,7,play_20170910022598_tile.png
20170910022619,1,play_20170910022619_tile.png
20170910022695,3,play_20170910022695_tile.png
20170910022897,11,play_20170910022897_tile.png
20170910022935,2,play_20170910022935_tile.png
20170910022956,-3,play_20170910022956_tile.png
20170910023000,4,play_20170910023000_tile.png
20170910023135,1,play_20170910023135_tile.png
20170910023201,4,play_20170910023201_tile.png
20170910023245,8,play_20170910023245_tile.png
20170910023266,-2,play_20170910023266_tile.png
20170910023510,-1,play_20170910023510_tile.png
20170910023552,2,play_20170910023552_tile.png
20170910023584,8,play_20170910023584_tile.png
20170910023662,3,play_20170910023662_tile.png
20170910023694,4,play_20170910023694_tile.png
20170910023769,-2,play_20170910023769_tile.png
20170910023790,7,play_20170910023790_tile.png
20170910023828,2,play_20170910023828_tile.png
20170910023889,-4,play_20170910023889_tile.png
20170910023910,-5,play_20170910023910_tile.png
20170910030080,-9,play_20170910030080_tile.png
20170910030129,4,play_20170910030129_tile.png
20170910030204,5,play_20170910030204_tile.png
20170910030225,3,play_20170910030225_tile.png
20170910030257,1,play_20170910030257_tile.png
20170910030555,2,play_20170910030555_tile.png
20170910030626,6,play_20170910030626_tile.png
20170910030724,3,play_20170910030724_tile.png
20170910030745,1,play_20170910030745_tile.png
20170910030812,2,play_20170910030812_tile.png
20170910030915,0,play_20170910030915_tile.png
20170910031022,3,play_20170910031022_tile.png
20170910031123,-1,play_20170910031123_tile.png
20170910031213,1,play_20170910031213_tile.png
20170910031312,0,play_20170910031312_tile.png
20170910031375,1,play_20170910031375_tile.png
20170910031605,1,play_20170910031605_tile.png
20170910031626,3,play_20170910031626_tile.png
20170910031897,5,play_20170910031897_tile.png
20170910031976,3,play_20170910031976_tile.png
20170910032219,4,play_20170910032219_tile.png
20170910032270,2,play_20170910032270_tile.png
20170910032390,2,play_20170910032390_tile.png
20170910032468,1,play_20170910032468_tile.png
20170910032489,5,play_20170910032489_tile.png
20170910032712,6,play_20170910032712_tile.png
20170910032915,5,play_20170910032915_tile.png
20170910032982,4,play_20170910032982_tile.png
20170910033027,1,play_20170910033027_tile.png
20170910033186,1,play_20170910033186_tile.png
20170910033344,0,play_20170910033344_tile.png
20170910033478,1,play_20170910033478_tile.png
20170910033752,15,play_20170910033752_tile.png
20170910040097,2,play_20170910040097_tile.png
20170910040153,-2,play_20170910040153_tile.png
20170910040233,5,play_20170910040233_tile.png
20170910040316,0,play_20170910040316_tile.png
20170910040432,6,play_20170910040432_tile.png
20170910040453,0,play_20170910040453_tile.png
20170910040624,1,play_20170910040624_tile.png
20170910040781,1,play_20170910040781_tile.png
20170910040876,1,play_20170910040876_tile.png
20170910040945,-1,play_20170910040945_tile.png
20170910041065,3,play_20170910041065_tile.png
20170910041179,3,play_20170910041179_tile.png
20170910041342,5,play_20170910041342_tile.png
20170910041413,5,play_20170910041413_tile.png
20170910041505,3,play_20170910041505_tile.png
20170910041526,6,play_20170910041526_tile.png
20170910041549,-2,play_20170910041549_tile.png
20170910041769,-4,play_20170910041769_tile.png
20170910042059,3,play_20170910042059_tile.png
20170910042481,0,play_20170910042481_tile.png
20170910042550,2,play_20170910042550_tile.png
20170910042640,3,play_20170910042640_tile.png
20170910042685,4,play_20170910042685_tile.png
20170910042739,10,play_20170910042739_tile.png
20170910042962,3,play_20170910042962_tile.png
20170910043043,2,play_20170910043043_tile.png
20170910043146,5,play_20170910043146_tile.png
20170910043178,3,play_20170910043178_tile.png
20170910043278,1,play_20170910043278_tile.png
20170910043299,1,play_20170910043299_tile.png
20170910043347,1,play_20170910043347_tile.png
20170910043607,4,play_20170910043607_tile.png
20170910043652,1,play_20170910043652_tile.png
20170910043684,-2,play_20170910043684_tile.png
20170910043941,7,play_20170910043941_tile.png
20170910043962,5,play_20170910043962_tile.png
20170910044007,1,play_20170910044007_tile.png
20170910044546,6,play_20170910044546_tile.png
20170910044567,2,play_20170910044567_tile.png
20170910050077,4,play_20170910050077_tile.png
20170910050098,9,play_20170910050098_tile.png
20170910050273,1,play_20170910050273_tile.png
20170910050354,3,play_20170910050354_tile.png
20170910050375,2,play_20170910050375_tile.png
20170910050435,6,play_20170910050435_tile.png
20170910050504,6,play_20170910050504_tile.png
20170910050525,-1,play_20170910050525_tile.png
20170910050570,-1,play_20170910050570_tile.png
20170910050682,11,play_20170910050682_tile.png
20170910050703,6,play_20170910050703_tile.png
20170910050748,17,play_20170910050748_tile.png
20170910050801,12,play_20170910050801_tile.png
20170910050855,-1,play_20170910050855_tile.png
20170910050876,3,play_20170910050876_tile.png
20170910051003,-2,play_20170910051003_tile.png
20170910051126,-1,play_20170910051126_tile.png
20170910051147,4,play_20170910051147_tile.png
20170910051214,4,play_20170910051214_tile.png
20170910051312,4,play_20170910051312_tile.png
20170910051333,-1,play_20170910051333_tile.png
20170910051425,3,play_20170910051425_tile.png
20170910051499,4,play_20170910051499_tile.png
20170910051555,2,play_20170910051555_tile.png
20170910051604,4,play_20170910051604_tile.png
20170910051636,3,play_20170910051636_tile.png
20170910051678,1,play_20170910051678_tile.png
20170910051699,0,play_20170910051699_tile.png
20170910051724,1,play_20170910051724_tile.png
20170910052048,7,play_20170910052048_tile.png
20170910052125,7,play_20170910052125_tile.png
20170910052146,0,play_20170910052146_tile.png
20170910052191,2,play_20170910052191_tile.png
20170910052236,7,play_20170910052236_tile.png
20170910052302,4,play_20170910052302_tile.png
20170910052578,7,play_20170910052578_tile.png
20170910052654,1,play_20170910052654_tile.png
20170910052675,1,play_20170910052675_tile.png
20170910052720,7,play_20170910052720_tile.png
20170910052786,1,play_20170910052786_tile.png
20170910052862,4,play_20170910052862_tile.png
20170910052926,2,play_20170910052926_tile.png
20170910053002,8,play_20170910053002_tile.png
20170910053045,5,play_20170910053045_tile.png
20170910053090,3,play_20170910053090_tile.png
20170910053140,4,play_20170910053140_tile.png
20170910053178,17,play_20170910053178_tile.png
20170910053199,1,play_20170910053199_tile.png
20170910053220,0,play_20170910053220_tile.png
20170910053265,5,play_20170910053265_tile.png
20170910053374,4,play_20170910053374_tile.png
20170910053479,1,play_20170910053479_tile.png
20170910053500,3,play_20170910053500_tile.png
20170910053837,2,play_20170910053837_tile.png
20170910053880,1,play_20170910053880_tile.png
20170910053919,4,play_20170910053919_tile.png
20170910054015,8,play_20170910054015_tile.png
20170910070082,14,play_20170910070082_tile.png
20170910070280,5,play_20170910070280_tile.png
20170910070301,5,play_20170910070301_tile.png
20170910070322,2,play_20170910070322_tile.png
20170910070389,1,play_20170910070389_tile.png
20170910070410,1,play_20170910070410_tile.png
20170910070508,4,play_20170910070508_tile.png
20170910070575,5,play_20170910070575_tile.png
20170910070686,3,play_20170910070686_tile.png
20170910070742,5,play_20170910070742_tile.png
20170910070787,2,play_20170910070787_tile.png
20170910070825,1,play_20170910070825_tile.png
20170910070963,0,play_20170910070963_tile.png
20170910070984,5,play_20170910070984_tile.png
20170910071055,0,play_20170910071055_tile.png
20170910071100,4,play_20170910071100_tile.png
20170910071145,2,play_20170910071145_tile.png
20170910071190,2,play_20170910071190_tile.png
20170910071272,3,play_20170910071272_tile.png
20170910071293,2,play_20170910071293_tile.png
20170910071338,2,play_20170910071338_tile.png
20170910071491,8,play_20170910071491_tile.png
20170910071833,5,play_20170910071833_tile.png
20170910071926,-2,play_20170910071926_tile.png
20170910072027,7,play_20170910072027_tile.png
20170910072106,-1,play_20170910072106_tile.png
20170910072191,2,play_20170910072191_tile.png
20170910072306,2,play_20170910072306_tile.png
20170910072474,6,play_20170910072474_tile.png
20170910072546,21,play_20170910072546_tile.png
20170910072613,-1,play_20170910072613_tile.png
20170910072718,12,play_20170910072718_tile.png
20170910072739,4,play_20170910072739_tile.png
20170910072999,0,play_20170910072999_tile.png
20170910073072,1,play_20170910073072_tile.png
20170910073093,3,play_20170910073093_tile.png
20170910073161,7,play_20170910073161_tile.png
20170910073407,4,play_20170910073407_tile.png
20170910073428,3,play_20170910073428_tile.png
20170910073449,7,play_20170910073449_tile.png
20170910073487,9,play_20170910073487_tile.png
20170910073525,5,play_20170910073525_tile.png
20170910073563,2,play_20170910073563_tile.png
20170910073584,6,play_20170910073584_tile.png
20170910073622,-2,play_20170910073622_tile.png
20170910080090,-1,play_20170910080090_tile.png
20170910080135,-1,play_20170910080135_tile.png
20170910080385,4,play_20170910080385_tile.png
20170910080492,6,play_20170910080492_tile.png
20170910080572,1,play_20170910080572_tile.png
20170910080653,4,play_20170910080653_tile.png
20170910080740,4,play_20170910080740_tile.png
20170910080761,5,play_20170910080761_tile.png
20170910080782,-2,play_20170910080782_tile.png
20170910080864,4,play_20170910080864_tile.png
20170910080909,6,play_20170910080909_tile.png
20170910080971,2,play_20170910080971_tile.png
20170910081087,6,play_20170910081087_tile.png
20170910081108,2,play_20170910081108_tile.png
20170910081154,-1,play_20170910081154_tile.png
20170910081175,1,play_20170910081175_tile.png
20170910081338,7,play_20170910081338_tile.png
20170910081428,2,play_20170910081428_tile.png
20170910081591,4,play_20170910081591_tile.png
20170910081705,4,play_20170910081705_tile.png
20170910081816,0,play_20170910081816_tile.png
20170910082188,0,play_20170910082188_tile.png
20170910082538,4,play_20170910082538_tile.png
20170910082744,6,play_20170910082744_tile.png
20170910083016,5,play_20170910083016_tile.png
20170910083158,2,play_20170910083158_tile.png
20170910083275,2,play_20170910083275_tile.png
20170910083344,0,play_20170910083344_tile.png
20170910083411,3,play_20170910083411_tile.png
20170910083437,-2,play_20170910083437_tile.png
20170910083656,3,play_20170910083656_tile.png
20170910083677,4,play_20170910083677_tile.png
20170910083698,2,play_20170910083698_tile.png
20170910090051,2,play_20170910090051_tile.png
20170910090222,2,play_20170910090222_tile.png
20170910090243,-2,play_20170910090243_tile.png
20170910090350,4,play_20170910090350_tile.png
20170910090419,8,play_20170910090419_tile.png
20170910090492,-1,play_20170910090492_tile.png
20170910090513,0,play_20170910090513_tile.png
20170910090590,3,play_20170910090590_tile.png
20170910090611,4,play_20170910090611_tile.png
20170910090656,9,play_20170910090656_tile.png
20170910090682,0,play_20170910090682_tile.png
20170910090703,7,play_20170910090703_tile.png
20170910090818,16,play_20170910090818_tile.png
20170910090839,2,play_20170910090839_tile.png
20170910090918,-3,play_20170910090918_tile.png
20170910090990,2,play_20170910090990_tile.png
20170910091086,2,play_20170910091086_tile.png
20170910091245,1,play_20170910091245_tile.png
20170910091266,5,play_20170910091266_tile.png
20170910091392,0,play_20170910091392_tile.png
20170910091529,7,play_20170910091529_tile.png
20170910091778,12,play_20170910091778_tile.png
20170910091845,1,play_20170910091845_tile.png
20170910092063,6,play_20170910092063_tile.png
20170910092084,3,play_20170910092084_tile.png
20170910092199,1,play_20170910092199_tile.png
20170910092288,3,play_20170910092288_tile.png
20170910092333,5,play_20170910092333_tile.png
20170910092382,2,play_20170910092382_tile.png
20170910092403,-6,play_20170910092403_tile.png
20170910092424,2,play_20170910092424_tile.png
20170910092538,1,play_20170910092538_tile.png
20170910092626,0,play_20170910092626_tile.png
20170910092727,3,play_20170910092727_tile.png
20170910092748,-2,play_20170910092748_tile.png
20170910092834,1,play_20170910092834_tile.png
20170910092855,0,play_20170910092855_tile.png
20170910092929,0,play_20170910092929_tile.png
20170910093011,24,play_20170910093011_tile.png
20170910093036,5,play_20170910093036_tile.png
20170910093081,2,play_20170910093081_tile.png
20170910093102,3,play_20170910093102_tile.png
20170910093194,-4,play_20170910093194_tile.png
20170910093294,-10,play_20170910093294_tile.png
20170910093353,5,play_20170910093353_tile.png
20170910093374,2,play_20170910093374_tile.png
20170910093419,2,play_20170910093419_tile.png
20170910093464,1,play_20170910093464_tile.png
20170910093485,3,play_20170910093485_tile.png
20170910093529,3,play_20170910093529_tile.png
20170910093599,6,play_20170910093599_tile.png
20170910093662,1,play_20170910093662_tile.png
20170910100411,2,play_20170910100411_tile.png
20170910100445,6,play_20170910100445_tile.png
20170910100512,3,play_20170910100512_tile.png
20170910100537,3,play_20170910100537_tile.png
20170910100579,2,play_20170910100579_tile.png
20170910100600,3,play_20170910100600_tile.png
20170910100670,3,play_20170910100670_tile.png
20170910100773,-2,play_20170910100773_tile.png
20170910100796,0,play_20170910100796_tile.png
20170910100993,2,play_20170910100993_tile.png
20170910101192,4,play_20170910101192_tile.png
20170910101276,3,play_20170910101276_tile.png
20170910101300,0,play_20170910101300_tile.png
20170910101379,0,play_20170910101379_tile.png
20170910101551,0,play_20170910101551_tile.png
20170910101745,-1,play_20170910101745_tile.png
20170910101805,8,play_20170910101805_tile.png
20170910101843,4,play_20170910101843_tile.png
20170910102048,4,play_20170910102048_tile.png
20170910102126,8,play_20170910102126_tile.png
20170910102266,2,play_20170910102266_tile.png
20170910102316,6,play_20170910102316_tile.png
20170910102371,3,play_20170910102371_tile.png
20170910102468,30,play_20170910102468_tile.png
20170910102513,-3,play_20170910102513_tile.png
20170910102582,0,play_20170910102582_tile.png
20170910102812,6,play_20170910102812_tile.png
20170910103100,0,play_20170910103100_tile.png
20170910103186,6,play_20170910103186_tile.png
20170910103266,3,play_20170910103266_tile.png
20170910103309,6,play_20170910103309_tile.png
20170910103650,2,play_20170910103650_tile.png
20170910103768,3,play_20170910103768_tile.png
20170910103846,0,play_20170910103846_tile.png
20170910103884,1,play_20170910103884_tile.png
20170910104003,-1,play_20170910104003_tile.png
20170910110051,1,play_20170910110051_tile.png
20170910110100,7,play_20170910110100_tile.png
20170910110283,8,play_20170910110283_tile.png
20170910110355,2,play_20170910110355_tile.png
20170910110467,3,play_20170910110467_tile.png
20170910110488,1,play_20170910110488_tile.png
20170910110567,12,play_20170910110567_tile.png
20170910110616,2,play_20170910110616_tile.png
20170910110690,5,play_20170910110690_tile.png
20170910110773,18,play_20170910110773_tile.png
20170910110794,1,play_20170910110794_tile.png
20170910110960,3,play_20170910110960_tile.png
20170910111105,3,play_20170910111105_tile.png
20170910111162,5,play_20170910111162_tile.png
20170910111216,3,play_20170910111216_tile.png
20170910111277,2,play_20170910111277_tile.png
20170910111328,2,play_20170910111328_tile.png
20170910111401,5,play_20170910111401_tile.png
20170910111518,10,play_20170910111518_tile.png
20170910111543,-2,play_20170910111543_tile.png
20170910111778,1,play_20170910111778_tile.png
20170910111893,0,play_20170910111893_tile.png
20170910112186,1,play_20170910112186_tile.png
20170910112207,5,play_20170910112207_tile.png
20170910112253,4,play_20170910112253_tile.png
20170910112362,1,play_20170910112362_tile.png
20170910112458,2,play_20170910112458_tile.png
20170910112552,3,play_20170910112552_tile.png
20170910112597,3,play_20170910112597_tile.png
20170910112671,3,play_20170910112671_tile.png
20170910112692,0,play_20170910112692_tile.png
20170910112949,1,play_20170910112949_tile.png
20170910113126,6,play_20170910113126_tile.png
20170910113162,-6,play_20170910113162_tile.png
20170910113518,5,play_20170910113518_tile.png
20170910113539,8,play_20170910113539_tile.png
20170910113560,4,play_20170910113560_tile.png
20170910113581,6,play_20170910113581_tile.png
20170910113605,3,play_20170910113605_tile.png
20170910113626,2,play_20170910113626_tile.png
20170910113664,11,play_20170910113664_tile.png
20170910113685,1,play_20170910113685_tile.png
20170910113706,2,play_20170910113706_tile.png
20170910113744,8,play_20170910113744_tile.png
20170910120087,3,play_20170910120087_tile.png
20170910120129,3,play_20170910120129_tile.png
20170910120271,3,play_20170910120271_tile.png
20170910120356,6,play_20170910120356_tile.png
20170910120432,3,play_20170910120432_tile.png
20170910120731,6,play_20170910120731_tile.png
20170910120822,9,play_20170910120822_tile.png
20170910120843,5,play_20170910120843_tile.png
20170910120886,-2,play_20170910120886_tile.png
20170910120952,-7,play_20170910120952_tile.png
20170910121105,3,play_20170910121105_tile.png
20170910121154,3,play_20170910121154_tile.png
20170910121175,3,play_20170910121175_tile.png
20170910121264,4,play_20170910121264_tile.png
20170910121314,5,play_20170910121314_tile.png
20170910121335,3,play_20170910121335_tile.png
20170910121397,12,play_20170910121397_tile.png
20170910121555,10,play_20170910121555_tile.png
20170910121603,9,play_20170910121603_tile.png
20170910121625,6,play_20170910121625_tile.png
20170910122252,6,play_20170910122252_tile.png
20170910122297,1,play_20170910122297_tile.png
20170910122414,2,play_20170910122414_tile.png
20170910122463,1,play_20170910122463_tile.png
20170910122568,2,play_20170910122568_tile.png
20170910122637,4,play_20170910122637_tile.png
20170910122751,4,play_20170910122751_tile.png
20170910122898,-2,play_20170910122898_tile.png
20170910122984,4,play_20170910122984_tile.png
20170910123051,3,play_20170910123051_tile.png
20170910123304,4,play_20170910123304_tile.png
20170910123325,8,play_20170910123325_tile.png
20170910123393,1,play_20170910123393_tile.png
20170910123414,6,play_20170910123414_tile.png
20170910123435,8,play_20170910123435_tile.png
20170910123456,3,play_20170910123456_tile.png
20170910123477,-4,play_20170910123477_tile.png
20170910123515,3,play_20170910123515_tile.png
20170910123553,0,play_20170910123553_tile.png
20170911000087,9,play_20170911000087_tile.png
20170911000108,1,play_20170911000108_tile.png
20170911000174,3,play_20170911000174_tile.png
20170911000230,2,play_20170911000230_tile.png
20170911000309,2,play_20170911000309_tile.png
20170911000330,1,play_20170911000330_tile.png
20170911000386,4,play_20170911000386_tile.png
20170911000494,1,play_20170911000494_tile.png
20170911000563,-1,play_20170911000563_tile.png
20170911000624,-1,play_20170911000624_tile.png
20170911000724,10,play_20170911000724_tile.png
20170911000745,2,play_20170911000745_tile.png
20170911000846,3,play_20170911000846_tile.png
20170911000867,3,play_20170911000867_tile.png
20170911000963,6,play_20170911000963_tile.png
20170911000989,0,play_20170911000989_tile.png
20170911001172,7,play_20170911001172_tile.png
20170911001263,2,play_20170911001263_tile.png
20170911001330,5,play_20170911001330_tile.png
20170911001351,-1,play_20170911001351_tile.png
20170911001375,3,play_20170911001375_tile.png
20170911001543,2,play_20170911001543_tile.png
20170911001594,1,play_20170911001594_tile.png
20170911001692,5,play_20170911001692_tile.png
20170911001771,10,play_20170911001771_tile.png
20170911002134,7,play_20170911002134_tile.png
20170911002194,0,play_20170911002194_tile.png
20170911002215,10,play_20170911002215_tile.png
20170911002265,3,play_20170911002265_tile.png
20170911002353,2,play_20170911002353_tile.png
20170911002455,-2,play_20170911002455_tile.png
20170911002528,-6,play_20170911002528_tile.png
20170911002650,3,play_20170911002650_tile.png
20170911002730,2,play_20170911002730_tile.png
20170911002860,1,play_20170911002860_tile.png
20170911002905,3,play_20170911002905_tile.png
20170911002960,5,play_20170911002960_tile.png
20170911002998,32,play_20170911002998_tile.png
20170911003019,4,play_20170911003019_tile.png
20170911003040,-3,play_20170911003040_tile.png
20170911003254,5,play_20170911003254_tile.png
20170911003323,1,play_20170911003323_tile.png
20170911003402,4,play_20170911003402_tile.png
20170911003447,3,play_20170911003447_tile.png
20170911003492,0,play_20170911003492_tile.png
20170911003530,3,play_20170911003530_tile.png
20170911003863,2,play_20170911003863_tile.png
20170911003901,1,play_20170911003901_tile.png
20170911003939,33,play_20170911003939_tile.png
20170911010052,1,play_20170911010052_tile.png
20170911010121,2,play_20170911010121_tile.png
20170911010230,21,play_20170911010230_tile.png
20170911010251,5,play_20170911010251_tile.png
20170911010389,6,play_20170911010389_tile.png
20170911010434,2,play_20170911010434_tile.png
20170911010455,11,play_20170911010455_tile.png
20170911010544,3,play_20170911010544_tile.png
20170911010589,7,play_20170911010589_tile.png
20170911010610,0,play_20170911010610_tile.png
20170911010698,2,play_20170911010698_tile.png
20170911010719,1,play_20170911010719_tile.png
20170911010764,2,play_20170911010764_tile.png
20170911010902,0,play_20170911010902_tile.png
20170911010923,10,play_20170911010923_tile.png
20170911010946,0,play_20170911010946_tile.png
20170911011040,2,play_20170911011040_tile.png
20170911011132,6,play_20170911011132_tile.png
20170911011153,3,play_20170911011153_tile.png
20170911011198,1,play_20170911011198_tile.png
20170911011219,0,play_20170911011219_tile.png
20170911011292,3,play_20170911011292_tile.png
20170911011359,18,play_20170911011359_tile.png
20170911011401,4,play_20170911011401_tile.png
20170911011465,0,play_20170911011465_tile.png
20170911011534,2,play_20170911011534_tile.png
20170911011632,1,play_20170911011632_tile.png
20170911011653,4,play_20170911011653_tile.png
20170911011738,9,play_20170911011738_tile.png
20170911011759,5,play_20170911011759_tile.png
20170911011835,4,play_20170911011835_tile.png
20170911011888,2,play_20170911011888_tile.png
20170911011909,2,play_20170911011909_tile.png
20170911011956,4,play_20170911011956_tile.png
20170911012259,7,play_20170911012259_tile.png
20170911012280,12,play_20170911012280_tile.png
20170911012398,2,play_20170911012398_tile.png
20170911012460,2,play_20170911012460_tile.png
